participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.accepted_offer,player.payoff_this_round,player.end_time,group.id_in_subsession,group.last_offer_id,subsession.round_number,subsession.start_time,subsession.expiry,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,2,,13.0,9,13,1715850670.5864596,9,9,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,1,,73.0,9,73,1715850670.6514657,9,9,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,1,,40.0,1,40,1715850670.9901543,11,3,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,3,,33.0,2,33,1715850670.8926241,12,2,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,2,,33.0,2,33,1715850671.0845528,12,2,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,1,,34.0,2,34,1715850671.0026941,12,2,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,3,,30.0,1,30,1715850670.9631953,11,3,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,2,,30.0,1,30,1715850670.686172,11,3,2,1715850370.355629,1715850670.3556528,v0bpsxm2,,,,,0
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,2,,33.0,2,33,1715851017.1358268,2,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,1,,34.0,2,34,1715851016.6406105,2,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,3,,33.0,3,33,1715851016.359989,1,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,1,,34.0,3,34,1715851016.5908637,1,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,2,,33.0,3,33,1715851016.403741,1,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,3,,33.0,2,33,1715851016.6085153,2,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,3,,0.0,1,0,1715851016.764002,4,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,2,,40.0,2,40,1715851016.4863422,4,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,1,,34.0,1,34,1715851016.101223,3,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,3,,33.0,1,33,1715851016.661338,3,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,2,,33.0,1,33,1715851016.5024376,3,2,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,1,,50.0,2,50,1715851016.3863392,4,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,1,,0.0,1,0,1715851016.2849073,6,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,2,,0.0,3,0,1715851016.7485867,6,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
15,1tsbadmg,BLU_11,0,45,45,survey,Completion,2024-05-16 08:39:46.102925,1,,,240.0,2,,30.0,5,30,1715851017.1568449,5,6,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
16,l078v2ul,BLU_05,0,45,45,survey,Completion,2024-05-16 08:39:46.110129,1,,,132.0,3,,30.0,5,30,1715851016.6233983,5,6,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
17,lhcqgubk,BLU_00,0,45,45,survey,Completion,2024-05-16 08:39:46.117176,1,,,140.0,1,,40.0,5,40,1715851016.7978914,5,6,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
18,p7ldsgd8,BLU_21,0,45,45,survey,Completion,2024-05-16 08:39:46.124466,1,,,106.0,3,,0.0,1,0,1715851016.1630876,6,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
19,3bod94tp,BLU_10,0,45,45,survey,Completion,2024-05-16 08:39:46.132747,1,,,107.0,2,,33.0,3,33,1715851016.2012827,8,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
20,0urjtojp,BLU_16,0,45,45,survey,Completion,2024-05-16 08:39:46.140551,1,,,174.0,1,,34.0,3,34,1715851016.2287107,8,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
21,b5octfmz,BLU_33,0,45,45,survey,Completion,2024-05-16 08:39:46.147886,1,,,132.0,3,,32.0,3,32,1715851016.7792344,7,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
22,g4jckmms,BLU_18,0,45,45,survey,Completion,2024-05-16 08:39:46.155416,1,,,136.0,1,,36.0,3,36,1715851016.5171733,7,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
23,ggrdd5iq,BLU_03,0,45,45,survey,Completion,2024-05-16 08:39:46.163157,1,,,200.0,2,,32.0,3,32,1715851016.1307538,7,3,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
24,kfgiympu,BLU_17,0,45,45,survey,Completion,2024-05-16 08:39:46.171946,1,,,201.0,3,,33.0,3,33,1715851016.9342422,8,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
25,cji72u0e,BLU_02,0,45,45,survey,Completion,2024-05-16 08:39:46.179506,1,,,154.0,3,,32.0,1,32,1715851016.6771824,10,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
26,0l3xkh9f,BLU_07,0,45,45,survey,Completion,2024-05-16 08:39:46.188171,1,,,129.0,2,,32.0,1,32,1715851017.0058308,10,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
27,pgzf722x,BLU_12,0,45,45,survey,Completion,2024-05-16 08:39:46.196268,1,,,170.0,1,,34.0,5,34,1715851016.3323607,9,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
28,j9s0vm81,BLU_14,0,45,45,survey,Completion,2024-05-16 08:39:46.203563,1,,,167.0,3,,33.0,5,33,1715851016.7328925,9,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,2,,33.0,5,33,1715851016.2443948,9,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,1,,32.0,1,32,1715851016.4371161,10,5,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,1,,40.0,4,40,1715851016.4525146,12,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,2,,30.0,4,30,1715851016.4686782,12,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,1,,34.0,1,34,1715851016.9680884,11,1,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,3,,33.0,1,33,1715851016.3119533,11,1,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,2,,33.0,1,33,1715851016.4214647,11,1,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,3,,30.0,4,30,1715851016.7009068,12,4,3,1715850715.9090781,1715851015.9091036,v0bpsxm2,,,,,0
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,3,,33.0,2,33,1715851345.6481855,2,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,1,,34.0,2,34,1715851346.1729393,2,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,2,,33.0,2,33,1715851345.7316213,2,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,2,,29.0,1,29,1715851345.7177413,1,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,3,,29.0,1,29,1715851345.9755864,1,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,1,,42.0,1,42,1715851345.8133726,1,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,1,,34.0,1,34,1715851346.0399635,4,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,3,,33.0,1,33,1715851345.8572996,4,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,2,,33.0,1,33,1715851345.6891482,4,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,2,,0.0,2,0,1715851345.9960525,3,3,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,1,,50.0,2,50,1715851345.7638109,3,3,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,3,,40.0,2,40,1715851346.206984,3,3,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,2,,20.0,5,20,1715851345.6106591,6,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,3,,0.0,6,0,1715851345.7814093,6,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
15,1tsbadmg,BLU_11,0,45,45,survey,Completion,2024-05-16 08:39:46.102925,1,,,240.0,1,,70.0,5,70,1715851345.9475694,6,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
16,l078v2ul,BLU_05,0,45,45,survey,Completion,2024-05-16 08:39:46.110129,1,,,132.0,1,,34.0,1,34,1715851345.5744038,5,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
17,lhcqgubk,BLU_00,0,45,45,survey,Completion,2024-05-16 08:39:46.117176,1,,,140.0,2,,33.0,1,33,1715851345.7494755,5,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
18,p7ldsgd8,BLU_21,0,45,45,survey,Completion,2024-05-16 08:39:46.124466,1,,,106.0,3,,33.0,1,33,1715851346.026891,5,1,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
19,3bod94tp,BLU_10,0,45,45,survey,Completion,2024-05-16 08:39:46.132747,1,,,107.0,3,,0.0,1,0,1715851345.662948,8,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
20,0urjtojp,BLU_16,0,45,45,survey,Completion,2024-05-16 08:39:46.140551,1,,,174.0,1,,50.0,5,50,1715851345.8445132,8,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
21,b5octfmz,BLU_33,0,45,45,survey,Completion,2024-05-16 08:39:46.147886,1,,,132.0,2,,40.0,5,40,1715851345.8705325,8,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
22,g4jckmms,BLU_18,0,45,45,survey,Completion,2024-05-16 08:39:46.155416,1,,,136.0,2,,0.0,1,0,1715851345.6761992,7,5,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
23,ggrdd5iq,BLU_03,0,45,45,survey,Completion,2024-05-16 08:39:46.163157,1,,,200.0,3,,40.0,3,40,1715851346.0133548,7,5,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
24,kfgiympu,BLU_17,0,45,45,survey,Completion,2024-05-16 08:39:46.171946,1,,,201.0,1,,50.0,3,50,1715851345.5912821,7,5,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
25,cji72u0e,BLU_02,0,45,45,survey,Completion,2024-05-16 08:39:46.179506,1,,,154.0,1,,55.0,6,55,1715851346.3037822,10,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
26,0l3xkh9f,BLU_07,0,45,45,survey,Completion,2024-05-16 08:39:46.188171,1,,,129.0,3,,0.0,6,0,1715851346.0739274,10,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
27,pgzf722x,BLU_12,0,45,45,survey,Completion,2024-05-16 08:39:46.196268,1,,,170.0,2,,35.0,6,35,1715851345.9304388,10,6,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
28,j9s0vm81,BLU_14,0,45,45,survey,Completion,2024-05-16 08:39:46.203563,1,,,167.0,2,,32.0,7,32,1715851345.8297725,9,8,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,1,,36.0,7,36,1715851345.88416,9,8,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,3,,32.0,7,32,1715851345.6267886,9,8,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,3,,33.0,2,33,1715851345.7037425,12,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,1,,34.0,2,34,1715851345.9618225,12,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,2,,33.0,2,33,1715851346.3984902,12,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,2,,33.0,2,33,1715851345.7983642,11,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,3,,33.0,2,33,1715851346.1906197,11,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,1,,34.0,2,34,1715851346.0587847,11,2,4,1715851045.3756719,1715851345.3757029,v0bpsxm2,,,,,0
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,2,,29.0,1,29,1715851675.2527018,2,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,1,,34.0,2,34,1715851675.9090183,1,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,2,,33.0,2,33,1715851675.610582,1,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,3,,29.0,1,29,1715851675.1350448,2,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,1,,42.0,1,42,1715851675.412342,2,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,3,,33.0,2,33,1715851675.5686269,1,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,2,,33.0,2,33,1715851675.3001325,4,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,1,,34.0,1,34,1715851675.2387116,3,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,2,,33.0,1,33,1715851675.5406775,3,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,1,,34.0,2,34,1715851675.3955233,4,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,3,,33.0,2,33,1715851675.7568893,4,2,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,3,,33.0,1,33,1715851675.5831785,3,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,2,,33.0,1,33,1715851675.4286618,6,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,2,,40.0,6,40,1715851675.3626335,5,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
15,1tsbadmg,BLU_11,0,45,45,survey,Completion,2024-05-16 08:39:46.102925,1,,,240.0,1,,50.0,6,50,1715851675.4557905,5,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
16,l078v2ul,BLU_05,0,45,45,survey,Completion,2024-05-16 08:39:46.110129,1,,,132.0,1,,34.0,1,34,1715851675.7403975,6,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
17,lhcqgubk,BLU_00,0,45,45,survey,Completion,2024-05-16 08:39:46.117176,1,,,140.0,3,,33.0,1,33,1715851675.8939416,6,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
18,p7ldsgd8,BLU_21,0,45,45,survey,Completion,2024-05-16 08:39:46.124466,1,,,106.0,3,,0.0,1,0,1715851675.1517768,5,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
19,3bod94tp,BLU_10,0,45,45,survey,Completion,2024-05-16 08:39:46.132747,1,,,107.0,1,,40.0,1,40,1715851675.5542164,8,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
20,0urjtojp,BLU_16,0,45,45,survey,Completion,2024-05-16 08:39:46.140551,1,,,174.0,2,,0.0,3,0,1715851675.4425142,7,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
21,b5octfmz,BLU_33,0,45,45,survey,Completion,2024-05-16 08:39:46.147886,1,,,132.0,3,,30.0,4,30,1715851675.1943104,7,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
22,g4jckmms,BLU_18,0,45,45,survey,Completion,2024-05-16 08:39:46.155416,1,,,136.0,2,,30.0,1,30,1715851675.2246234,8,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
23,ggrdd5iq,BLU_03,0,45,45,survey,Completion,2024-05-16 08:39:46.163157,1,,,200.0,3,,30.0,1,30,1715851675.6988575,8,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
24,kfgiympu,BLU_17,0,45,45,survey,Completion,2024-05-16 08:39:46.171946,1,,,201.0,1,,60.0,4,60,1715851675.7150357,7,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
25,cji72u0e,BLU_02,0,45,45,survey,Completion,2024-05-16 08:39:46.179506,1,,,154.0,2,,31.0,3,31,1715851675.1804907,10,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
26,0l3xkh9f,BLU_07,0,45,45,survey,Completion,2024-05-16 08:39:46.188171,1,,,129.0,2,,33.0,1,33,1715851675.7938015,9,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
27,pgzf722x,BLU_12,0,45,45,survey,Completion,2024-05-16 08:39:46.196268,1,,,170.0,3,,33.0,1,33,1715851675.209988,9,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
28,j9s0vm81,BLU_14,0,45,45,survey,Completion,2024-05-16 08:39:46.203563,1,,,167.0,1,,38.0,3,38,1715851675.3776917,10,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,3,,31.0,3,31,1715851675.5970101,10,4,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,1,,34.0,1,34,1715851675.2733138,9,6,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,2,,33.0,1,33,1715851675.3406544,12,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,2,,33.0,1,33,1715851675.1672022,11,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,3,,33.0,1,33,1715851675.2876754,11,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,3,,33.0,1,33,1715851675.1193037,12,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,1,,34.0,1,34,1715851675.3143027,12,1,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,1,,34.0,1,34,1715851675.777093,11,5,5,1715851374.8988397,1715851674.8988647,v0bpsxm2,,,,,0
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,1,,40.0,4,40,1715851998.6139238,1,4,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,2,,30.0,4,30,1715851998.4246435,1,4,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,1,,34.0,1,34,1715851998.1002333,2,1,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,3,,30.0,4,30,1715851997.9620242,1,4,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,2,,33.0,1,33,1715851998.1280222,2,1,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,3,,33.0,1,33,1715851998.0260851,2,1,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,2,,33.0,1,33,1715851998.473961,3,2,6,1715851697.7292442,1715851997.7292874,v0bpsxm2,,,,,0
